id,height,weight,age,birthday,longitude,latitude,wkt,location,address
30242,183,75,47,1969/06/24,121.211859,24.910759,POINT (121.211859 24.910759),Taoyuan City,"Taoyuan City, T'ai-wan"
30243,176,61,22,1994/01/12,121.542747,25.041773,POINT (121.542747 25.041773),Taipei,"Taipei, T'ai-wan"
30244,167,81,22,1994/07/06,120.348513,22.608452,POINT (120.348513 22.608452),Kaohsiung,"Kaohsiung, Kao-hsiung"
30245,167,45,29,1987/05/26,120.550608,23.737777,POINT (120.550608 23.737777),Douliu,"Douliu, T'ai-wan"
30246,151,53,41,1975/06/04,121.594567,25.028243,POINT (121.594567 25.028243),Taipei,"Taipei, T'ai-wan"
30247,179,86,35,1981/07/24,120.372518,22.637855,POINT (120.372518 22.637855),Kaohsiung,"Kaohsiung, Kao-hsiung"
30248,151,66,39,1977/02/14,121.737447,24.791148,POINT (121.737447 24.791148),Yilan,"Yilan, T'ai-wan"
30249,166,62,47,1969/10/08,120.593936,24.021007,POINT (120.593936 24.021007),Chang-hua,"Chang-hua, T'ai-wan"
30250,161,72,32,1984/09/11,120.434697,22.633271,POINT (120.434697 22.633271),Pingtung,"Pingtung, T'ai-wan"
30251,183,77,45,1971/11/13,120.667334,24.160285,POINT (120.667334 24.160285),Taichung,"Taichung, T'ai-wan"
30252,176,76,25,1991/02/27,121.787036,25.149427,POINT (121.787036 25.149427),Keelung,"Keelung, T'ai-wan"
30253,184,79,26,1990/02/10,121.525154,25.047254,POINT (121.525154 25.047254),Taipei,"Taipei, T'ai-wan"
30254,163,97,24,1992/12/12,120.692068,24.183324,POINT (120.692068 24.183324),Taichung,"Taichung, T'ai-wan"
30255,185,59,29,1987/08/08,120.342190,23.430634,POINT (120.342190 23.430634),Taibao,"Taibao, T'ai-wan"
30256,185,81,37,1979/01/06,121.473158,25.039158,POINT (121.473158 25.039158),Banqiao,"Banqiao, T'ai-pei"
30257,182,84,40,1976/05/15,120.551782,23.724965,POINT (120.551782 23.724965),Douliu,"Douliu, T'ai-wan"
30258,160,61,35,1981/06/09,120.591663,24.063419,POINT (120.591663 24.063419),Chang-hua,"Chang-hua, T'ai-wan"
30259,177,80,49,1967/08/10,120.687472,24.156355,POINT (120.687472 24.156355),Taichung,"Taichung, T'ai-wan"
30260,181,64,35,1981/08/25,121.415156,25.050151,POINT (121.415156 25.050151),Banqiao,"Banqiao, T'ai-pei"
30261,157,50,37,1979/08/26,121.428087,25.000658,POINT (121.428087 25.000658),Banqiao,"Banqiao, T'ai-pei"
30262,179,85,44,1972/12/17,121.438854,25.032283,POINT (121.438854 25.032283),Banqiao,"Banqiao, T'ai-pei"
30263,180,47,29,1987/06/12,120.208245,22.957617,POINT (120.208245 22.957617),Tainan,"Tainan, T'ai-wan"
30264,162,68,26,1990/02/02,120.619235,24.179805,POINT (120.619235 24.179805),Taichung,"Taichung, T'ai-wan"
30265,153,61,22,1994/04/17,121.201115,24.925749,POINT (121.201115 24.925749),Taoyuan City,"Taoyuan City, T'ai-wan"
30266,182,60,18,1998/01/03,121.550805,25.003327,POINT (121.550805 25.003327),Taipei,"Taipei, T'ai-wan"
30267,180,63,43,1973/11/18,121.260951,24.922772,POINT (121.260951 24.922772),Taoyuan City,"Taoyuan City, T'ai-wan"
30268,164,79,48,1968/05/05,120.904096,24.880203,POINT (120.904096 24.880203),Hsinchu,"Hsinchu, T'ai-wan"
30269,161,84,29,1987/10/21,120.651045,24.128830,POINT (120.651045 24.128830),Taichung,"Taichung, T'ai-wan"
30270,163,71,47,1969/07/13,120.660083,24.167480,POINT (120.660083 24.167480),Taichung,"Taichung, T'ai-wan"
30271,185,72,48,1968/11/18,120.643720,24.161115,POINT (120.643720 24.161115),Taichung,"Taichung, T'ai-wan"
30272,185,89,18,1998/03/25,121.569646,25.002450,POINT (121.569646 25.002450),Taipei,"Taipei, T'ai-wan"
30273,185,88,27,1989/03/05,120.958548,24.888313,POINT (120.958548 24.888313),Hsinchu,"Hsinchu, T'ai-wan"
30274,179,71,21,1995/06/19,120.321349,22.680317,POINT (120.321349 22.680317),Kaohsiung,"Kaohsiung, Kao-hsiung"
30275,168,68,47,1969/08/06,121.542996,25.079569,POINT (121.542996 25.079569),Taipei,"Taipei, T'ai-wan"
30276,165,80,42,1974/08/06,121.539835,25.018212,POINT (121.539835 25.018212),Taipei,"Taipei, T'ai-wan"
30277,184,82,49,1967/11/05,120.998795,24.810947,POINT (120.998795 24.810947),Hsinchu,"Hsinchu, T'ai-wan"
30278,159,57,24,1992/11/07,121.509384,25.037999,POINT (121.509384 25.037999),Taipei,"Taipei, T'ai-wan"
30279,154,67,23,1993/09/22,120.358079,23.496455,POINT (120.358079 23.496455),Taibao,"Taibao, T'ai-wan"
30280,184,67,25,1991/07/15,120.286862,22.910749,POINT (120.286862 22.910749),Tainan,"Tainan, T'ai-wan"
30281,170,79,43,1973/06/22,120.428548,23.436066,POINT (120.428548 23.436066),Jiayi Shi,"Jiayi Shi, T'ai-wan"
30282,179,75,32,1984/06/26,120.485453,23.468345,POINT (120.485453 23.468345),Jiayi Shi,"Jiayi Shi, T'ai-wan"
30283,183,51,28,1988/02/19,120.649073,24.195336,POINT (120.649073 24.195336),Taichung,"Taichung, T'ai-wan"
30284,157,61,20,1996/03/02,121.586322,25.006663,POINT (121.586322 25.006663),Taipei,"Taipei, T'ai-wan"
30285,171,75,49,1967/08/17,121.575644,25.096094,POINT (121.575644 25.096094),Taipei,"Taipei, T'ai-wan"
30286,182,68,37,1979/03/18,120.676620,24.194113,POINT (120.676620 24.194113),Taichung,"Taichung, T'ai-wan"
30287,169,60,35,1981/12/10,120.570370,24.041539,POINT (120.570370 24.041539),Chang-hua,"Chang-hua, T'ai-wan"
30288,182,46,24,1992/06/10,121.544707,25.072168,POINT (121.544707 25.072168),Taipei,"Taipei, T'ai-wan"
30289,153,60,36,1980/09/13,120.380202,22.608458,POINT (120.380202 22.608458),Kaohsiung,"Kaohsiung, Kao-hsiung"
30290,185,91,47,1969/01/23,121.560303,25.041941,POINT (121.560303 25.041941),Taipei,"Taipei, T'ai-wan"
30291,162,68,18,1998/10/12,121.712377,25.124835,POINT (121.712377 25.124835),Keelung,"Keelung, T'ai-wan"
30292,162,62,23,1993/11/11,121.582295,25.081322,POINT (121.582295 25.081322),Taipei,"Taipei, T'ai-wan"
30293,171,67,49,1967/08/25,120.688807,24.169567,POINT (120.688807 24.169567),Taichung,"Taichung, T'ai-wan"
30294,157,56,39,1977/05/26,121.285146,24.928153,POINT (121.285146 24.928153),Taoyuan City,"Taoyuan City, T'ai-wan"
30295,178,100,22,1994/02/09,119.908554,26.160474,POINT (119.908554 26.160474),Nangan,"Nangan, Fu-chien"
30296,181,68,25,1991/10/03,121.101772,22.757946,POINT (121.101772 22.757946),Taitung City,"Taitung City, T'ai-wan"
30297,178,78,40,1976/11/12,120.322258,22.645793,POINT (120.322258 22.645793),Fengshan,"Fengshan, T'ai-wan"
30298,165,70,39,1977/04/11,121.211280,24.940339,POINT (121.211280 24.940339),Taoyuan City,"Taoyuan City, T'ai-wan"
30299,185,49,45,1971/02/22,120.968592,24.863725,POINT (120.968592 24.863725),Hsinchu,"Hsinchu, T'ai-wan"
30300,163,81,19,1997/05/16,120.502575,24.069227,POINT (120.502575 24.069227),Chang-hua,"Chang-hua, T'ai-wan"
30301,181,73,25,1991/05/13,121.598288,25.085607,POINT (121.598288 25.085607),Taipei,"Taipei, T'ai-wan"
30302,169,47,39,1977/05/23,120.303937,22.670001,POINT (120.303937 22.670001),Kaohsiung,"Kaohsiung, Kao-hsiung"
30303,182,94,32,1984/04/28,121.517458,25.050553,POINT (121.517458 25.050553),Taipei,"Taipei, T'ai-wan"
30304,177,72,36,1980/09/14,-111.005572,33.447984,POINT (-111.005572 33.447984),Tempe,"Tempe, Arizona"
30305,177,65,34,1982/06/02,121.558487,25.025917,POINT (121.558487 25.025917),Taipei,"Taipei, T'ai-wan"
30306,162,47,48,1968/11/25,121.237759,24.922223,POINT (121.237759 24.922223),Taoyuan City,"Taoyuan City, T'ai-wan"
30307,168,78,34,1982/05/26,121.747678,25.174881,POINT (121.747678 25.174881),Keelung,"Keelung, T'ai-wan"
30308,154,51,35,1981/03/16,120.735997,24.247387,POINT (120.735997 24.247387),Fengyuan,"Fengyuan, T'ai-wan"
30309,170,98,42,1974/08/12,120.231195,22.923860,POINT (120.231195 22.923860),Tainan,"Tainan, T'ai-wan"
30310,177,89,42,1974/12/25,120.257622,22.967330,POINT (120.257622 22.967330),Tainan,"Tainan, T'ai-wan"
30311,175,69,37,1979/12/27,121.405974,25.012136,POINT (121.405974 25.012136),Banqiao,"Banqiao, T'ai-pei"
30312,162,60,35,1981/09/26,120.219362,22.965019,POINT (120.219362 22.965019),Tainan,"Tainan, T'ai-wan"
30313,165,68,28,1988/09/07,121.557731,25.021733,POINT (121.557731 25.021733),Taipei,"Taipei, T'ai-wan"
30314,172,56,35,1981/07/06,120.208580,22.977218,POINT (120.208580 22.977218),Tainan,"Tainan, T'ai-wan"
30315,151,54,41,1975/12/13,121.769288,25.172667,POINT (121.769288 25.172667),Keelung,"Keelung, T'ai-wan"
30316,166,77,35,1981/10/04,120.212126,22.964170,POINT (120.212126 22.964170),Tainan,"Tainan, T'ai-wan"
30317,178,91,29,1987/06/27,121.291130,24.975090,POINT (121.291130 24.975090),Taoyuan City,"Taoyuan City, T'ai-wan"
30318,175,70,49,1967/07/13,-79.578433,43.770943,POINT (-79.578433 43.770943),Toronto,"Toronto, Ontario"
30319,175,91,42,1974/07/06,121.539948,25.010181,POINT (121.539948 25.010181),Taipei,"Taipei, T'ai-wan"
30320,161,93,42,1974/01/20,121.524657,25.012685,POINT (121.524657 25.012685),Taipei,"Taipei, T'ai-wan"
30321,185,61,42,1974/10/01,120.357337,22.605510,POINT (120.357337 22.605510),Kaohsiung,"Kaohsiung, Kao-hsiung"
30322,156,46,18,1998/12/21,121.183680,22.797291,POINT (121.183680 22.797291),Taitung,"Taitung, T'ai-wan"
30323,162,100,43,1973/10/09,120.369414,22.658030,POINT (120.369414 22.658030),Kaohsiung,"Kaohsiung, Kao-hsiung"
30324,165,61,34,1982/09/14,121.409938,25.050038,POINT (121.409938 25.050038),Banqiao,"Banqiao, T'ai-pei"
30325,163,97,25,1991/03/14,120.545401,24.009378,POINT (120.545401 24.009378),Chang-hua,"Chang-hua, T'ai-wan"
30326,164,67,27,1989/03/15,121.243761,24.949313,POINT (121.243761 24.949313),Taoyuan City,"Taoyuan City, T'ai-wan"
30327,152,58,41,1975/08/25,120.797243,24.205034,POINT (120.797243 24.205034),Fengyuan,"Fengyuan, T'ai-wan"
30328,171,82,33,1983/10/27,121.457008,25.082580,POINT (121.457008 25.082580),Banqiao,"Banqiao, T'ai-pei"
30329,155,53,33,1983/04/19,120.243460,22.927203,POINT (120.243460 22.927203),Tainan,"Tainan, T'ai-wan"
30330,184,94,46,1970/11/21,121.598742,25.071393,POINT (121.598742 25.071393),Taipei,"Taipei, T'ai-wan"
30331,177,78,35,1981/09/05,121.580824,25.026690,POINT (121.580824 25.026690),Taipei,"Taipei, T'ai-wan"
30332,176,54,21,1995/07/24,121.563069,25.071069,POINT (121.563069 25.071069),Taipei,"Taipei, T'ai-wan"
30333,182,80,45,1971/06/24,-80.981562,43.657423,POINT (-80.981562 43.657423),Acton,"Acton, Ontario"
30334,158,71,40,1976/12/10,121.541429,25.065856,POINT (121.541429 25.065856),Taipei,"Taipei, T'ai-wan"
30335,184,79,49,1967/07/02,121.546924,25.060277,POINT (121.546924 25.060277),Taipei,"Taipei, T'ai-wan"
30336,167,65,42,1974/12/18,120.406390,23.440278,POINT (120.406390 23.440278),Jiayi Shi,"Jiayi Shi, T'ai-wan"
30337,157,77,50,1966/06/18,121.255698,24.996164,POINT (121.255698 24.996164),Taoyuan City,"Taoyuan City, T'ai-wan"
30338,182,78,28,1988/02/17,121.542146,25.048584,POINT (121.542146 25.048584),Taipei,"Taipei, T'ai-wan"
30339,176,77,50,1966/07/23,121.511073,25.088835,POINT (121.511073 25.088835),Taipei,"Taipei, T'ai-wan"
30341,152,51,23,1993/03/22,120.612252,24.163450,POINT (120.612252 24.163450),Taichung,"Taichung, T'ai-wan"
30342,160,68,25,1991/06/24,120.585368,24.065369,POINT (120.585368 24.065369),Chang-hua,"Chang-hua, T'ai-wan"
30343,164,93,30,1986/06/12,121.552714,25.060292,POINT (121.552714 25.060292),Taipei,"Taipei, T'ai-wan"
30344,178,60,20,1996/03/20,121.562482,25.087423,POINT (121.562482 25.087423),Taipei,"Taipei, T'ai-wan"
30345,172,79,48,1968/10/07,121.404095,25.067015,POINT (121.404095 25.067015),Banqiao,"Banqiao, T'ai-pei"
30346,165,47,29,1987/05/04,121.544324,25.066402,POINT (121.544324 25.066402),Taipei,"Taipei, T'ai-wan"
30347,174,92,19,1997/11/10,121.578774,25.009796,POINT (121.578774 25.009796),Taipei,"Taipei, T'ai-wan"
30348,180,93,32,1984/05/08,121.506219,25.046868,POINT (121.506219 25.046868),Taipei,"Taipei, T'ai-wan"
30349,167,50,47,1969/11/24,120.331921,22.615520,POINT (120.331921 22.615520),Kaohsiung,"Kaohsiung, Kao-hsiung"
30350,169,64,25,1991/08/25,120.470413,23.442583,POINT (120.470413 23.442583),Jiayi Shi,"Jiayi Shi, T'ai-wan"
30351,156,65,47,1969/09/02,121.561691,25.068369,POINT (121.561691 25.068369),Taipei,"Taipei, T'ai-wan"
30352,162,83,35,1981/03/24,121.584981,25.082289,POINT (121.584981 25.082289),Taipei,"Taipei, T'ai-wan"
30353,169,70,26,1990/07/15,120.387412,22.645388,POINT (120.387412 22.645388),Fengshan,"Fengshan, T'ai-wan"
30354,185,73,33,1983/07/26,120.301951,23.385035,POINT (120.301951 23.385035),Xinying,"Xinying, T'ai-wan"
30355,171,77,21,1995/03/24,121.529570,25.098927,POINT (121.529570 25.098927),Taipei,"Taipei, T'ai-wan"
30356,175,80,21,1995/12/09,121.564913,25.048598,POINT (121.564913 25.048598),Taipei,"Taipei, T'ai-wan"
30357,182,62,31,1985/06/01,121.216828,24.985862,POINT (121.216828 24.985862),Taoyuan City,"Taoyuan City, T'ai-wan"
30358,170,65,31,1985/07/11,121.543352,25.020929,POINT (121.543352 25.020929),Taipei,"Taipei, T'ai-wan"
30359,172,95,24,1992/07/21,121.562791,25.009547,POINT (121.562791 25.009547),Taipei,"Taipei, T'ai-wan"
30360,172,57,42,1974/10/24,121.517582,25.088087,POINT (121.517582 25.088087),Taipei,"Taipei, T'ai-wan"
30361,182,64,19,1997/06/12,121.487197,25.032686,POINT (121.487197 25.032686),Banqiao,"Banqiao, T'ai-pei"
30362,171,66,36,1980/06/26,120.365452,22.688001,POINT (120.365452 22.688001),Kaohsiung,"Kaohsiung, Kao-hsiung"
30363,184,100,34,1982/02/22,121.529418,25.081357,POINT (121.529418 25.081357),Taipei,"Taipei, T'ai-wan"
30364,155,79,44,1972/03/17,121.550128,25.065005,POINT (121.550128 25.065005),Taipei,"Taipei, T'ai-wan"
30365,174,96,23,1993/02/06,121.532383,25.038534,POINT (121.532383 25.038534),Taipei,"Taipei, T'ai-wan"
30366,166,90,38,1978/06/01,121.583705,25.027771,POINT (121.583705 25.027771),Taipei,"Taipei, T'ai-wan"
30367,176,63,50,1966/08/04,120.555871,24.051350,POINT (120.555871 24.051350),Chang-hua,"Chang-hua, T'ai-wan"
30368,177,98,23,1993/09/19,121.236583,24.917795,POINT (121.236583 24.917795),Taoyuan City,"Taoyuan City, T'ai-wan"
30369,159,62,44,1972/03/20,120.919077,23.946781,POINT (120.919077 23.946781),Buli,"Buli, T'ai-wan"
30370,158,64,27,1989/08/17,121.419273,25.031098,POINT (121.419273 25.031098),Banqiao,"Banqiao, T'ai-pei"
30371,179,80,38,1978/03/21,120.979513,24.849532,POINT (120.979513 24.849532),Hsinchu,"Hsinchu, T'ai-wan"
30372,154,52,50,1966/12/05,121.255954,24.885686,POINT (121.255954 24.885686),Daxi,"Daxi, T'ai-wan"
30373,164,74,28,1988/01/23,120.986051,24.897870,POINT (120.986051 24.897870),Hsinchu,"Hsinchu, T'ai-wan"
30374,166,84,42,1974/01/28,120.465651,23.419252,POINT (120.465651 23.419252),Jiayi Shi,"Jiayi Shi, T'ai-wan"
30376,174,63,26,1990/08/26,120.650298,24.193568,POINT (120.650298 24.193568),Taichung,"Taichung, T'ai-wan"
30377,184,63,41,1975/02/07,120.245495,22.951365,POINT (120.245495 22.951365),Tainan,"Tainan, T'ai-wan"
30378,177,77,45,1971/05/04,121.441141,25.044300,POINT (121.441141 25.044300),Banqiao,"Banqiao, T'ai-pei"
30379,170,80,30,1986/01/10,120.311348,22.608617,POINT (120.311348 22.608617),Kaohsiung,"Kaohsiung, Kao-hsiung"
30380,164,45,18,1998/01/05,121.593200,25.087927,POINT (121.593200 25.087927),Taipei,"Taipei, T'ai-wan"
30381,177,97,49,1967/06/08,121.450940,25.068599,POINT (121.450940 25.068599),Banqiao,"Banqiao, T'ai-pei"
30382,166,76,39,1977/08/19,120.582452,24.066448,POINT (120.582452 24.066448),Chang-hua,"Chang-hua, T'ai-wan"
30383,163,55,43,1973/10/08,121.283455,24.943985,POINT (121.283455 24.943985),Taoyuan City,"Taoyuan City, T'ai-wan"
30385,170,60,48,1968/05/07,120.614163,24.165018,POINT (120.614163 24.165018),Taichung,"Taichung, T'ai-wan"
30386,179,72,26,1990/02/18,120.670663,24.128357,POINT (120.670663 24.128357),Taichung,"Taichung, T'ai-wan"
30387,165,90,26,1990/03/13,121.574941,25.009308,POINT (121.574941 25.009308),Taipei,"Taipei, T'ai-wan"
30388,168,86,22,1994/08/07,120.349222,22.694062,POINT (120.349222 22.694062),Kaohsiung,"Kaohsiung, Kao-hsiung"
30389,153,48,28,1988/03/19,120.943396,24.850632,POINT (120.943396 24.850632),Hsinchu,"Hsinchu, T'ai-wan"
30390,174,66,33,1983/02/02,120.672583,24.162096,POINT (120.672583 24.162096),Taichung,"Taichung, T'ai-wan"
30391,174,88,25,1991/09/17,121.575892,25.006038,POINT (121.575892 25.006038),Taipei,"Taipei, T'ai-wan"
30392,178,86,31,1985/10/19,120.712403,24.225833,POINT (120.712403 24.225833),Fengyuan,"Fengyuan, T'ai-wan"
30393,174,87,39,1977/06/27,120.518240,24.024321,POINT (120.518240 24.024321),Chang-hua,"Chang-hua, T'ai-wan"
30394,160,75,32,1984/01/02,121.518721,25.011777,POINT (121.518721 25.011777),Taipei,"Taipei, T'ai-wan"
30395,161,90,48,1968/03/24,121.491145,25.077999,POINT (121.491145 25.077999),Banqiao,"Banqiao, T'ai-pei"
30397,172,83,33,1983/07/23,121.566906,25.016123,POINT (121.566906 25.016123),Taipei,"Taipei, T'ai-wan"
30398,171,79,18,1998/05/02,120.357956,23.339651,POINT (120.357956 23.339651),Xinying,"Xinying, T'ai-wan"
30400,162,64,31,1985/09/03,120.238123,22.950537,POINT (120.238123 22.950537),Tainan,"Tainan, T'ai-wan"
30401,171,61,24,1992/09/08,121.595609,25.083496,POINT (121.595609 25.083496),Taipei,"Taipei, T'ai-wan"
30402,168,46,48,1968/04/07,121.443282,25.016361,POINT (121.443282 25.016361),Banqiao,"Banqiao, T'ai-pei"
30403,174,92,42,1974/06/18,121.514200,25.008488,POINT (121.514200 25.008488),Taipei,"Taipei, T'ai-wan"
30404,155,47,29,1987/09/28,121.456469,25.016450,POINT (121.456469 25.016450),Banqiao,"Banqiao, T'ai-pei"
30405,169,79,18,1998/10/06,120.903683,24.843653,POINT (120.903683 24.843653),Hsinchu,"Hsinchu, T'ai-wan"
30406,180,66,21,1995/10/28,121.595869,25.021254,POINT (121.595869 25.021254),Taipei,"Taipei, T'ai-wan"
30407,169,69,50,1966/02/16,120.344129,22.616998,POINT (120.344129 22.616998),Kaohsiung,"Kaohsiung, Kao-hsiung"
30408,171,76,35,1981/02/23,121.764875,24.713581,POINT (121.764875 24.713581),Yilan,"Yilan, T'ai-wan"
30409,158,80,23,1993/09/26,121.586212,25.095842,POINT (121.586212 25.095842),Taipei,"Taipei, T'ai-wan"
30410,178,94,50,1966/01/10,121.552996,25.010751,POINT (121.552996 25.010751),Taipei,"Taipei, T'ai-wan"
30411,171,75,23,1993/12/25,120.364052,22.669955,POINT (120.364052 22.669955),Kaohsiung,"Kaohsiung, Kao-hsiung"
30412,169,71,28,1988/01/11,121.431578,25.044153,POINT (121.431578 25.044153),Banqiao,"Banqiao, T'ai-pei"
30413,180,93,19,1997/12/19,120.227098,22.969643,POINT (120.227098 22.969643),Tainan,"Tainan, T'ai-wan"
30414,172,55,36,1980/03/03,121.597982,25.069501,POINT (121.597982 25.069501),Taipei,"Taipei, T'ai-wan"
30415,166,84,18,1998/01/13,121.508826,25.010224,POINT (121.508826 25.010224),Taipei,"Taipei, T'ai-wan"
30416,169,77,35,1981/06/05,120.988217,24.801483,POINT (120.988217 24.801483),Hsinchu,"Hsinchu, T'ai-wan"
30417,151,50,50,1966/02/25,121.519287,25.098522,POINT (121.519287 25.098522),Taipei,"Taipei, T'ai-wan"
30418,181,53,43,1973/08/22,120.397478,22.630295,POINT (120.397478 22.630295),Kaohsiung,"Kaohsiung, Kao-hsiung"
30419,181,80,20,1996/12/05,121.560943,25.018882,POINT (121.560943 25.018882),Taipei,"Taipei, T'ai-wan"
30421,168,71,18,1998/02/24,121.452205,25.008223,POINT (121.452205 25.008223),Banqiao,"Banqiao, T'ai-pei"
30422,176,100,25,1991/04/02,121.587863,25.015444,POINT (121.587863 25.015444),Taipei,"Taipei, T'ai-wan"
30423,159,53,25,1991/04/12,120.844708,24.590645,POINT (120.844708 24.590645),Miaoli,"Miaoli, T'ai-wan"
30424,158,55,23,1993/11/07,121.203001,24.921197,POINT (121.203001 24.921197),Taoyuan City,"Taoyuan City, T'ai-wan"
30425,178,67,38,1978/02/05,121.207307,24.991592,POINT (121.207307 24.991592),Taoyuan City,"Taoyuan City, T'ai-wan"
30426,150,49,46,1970/12/24,120.484485,23.487841,POINT (120.484485 23.487841),Jiayi Shi,"Jiayi Shi, T'ai-wan"
30428,184,93,22,1994/01/03,120.246857,22.958675,POINT (120.246857 22.958675),Tainan,"Tainan, T'ai-wan"
30429,184,75,23,1993/01/17,121.569584,25.017921,POINT (121.569584 25.017921),Taipei,"Taipei, T'ai-wan"
30431,166,48,44,1972/05/23,121.533299,25.024828,POINT (121.533299 25.024828),Taipei,"Taipei, T'ai-wan"
30432,168,66,29,1987/04/14,120.663031,24.180653,POINT (120.663031 24.180653),Taichung,"Taichung, T'ai-wan"
30434,170,75,21,1995/04/12,120.611042,24.179365,POINT (120.611042 24.179365),Taichung,"Taichung, T'ai-wan"
30435,185,79,34,1982/07/15,120.672849,24.140372,POINT (120.672849 24.140372),Taichung,"Taichung, T'ai-wan"
30436,163,81,26,1990/04/27,120.997891,24.848372,POINT (120.997891 24.848372),Hsinchu,"Hsinchu, T'ai-wan"
30437,170,67,44,1972/02/13,121.104691,22.755868,POINT (121.104691 22.755868),Taitung,"Taitung, T'ai-wan"
30438,176,73,30,1986/06/14,120.990872,24.832732,POINT (120.990872 24.832732),Hsinchu,"Hsinchu, T'ai-wan"
30439,180,62,45,1971/04/22,121.523867,25.027570,POINT (121.523867 25.027570),Taipei,"Taipei, T'ai-wan"
30440,167,70,30,1986/01/20,121.205963,24.966623,POINT (121.205963 24.966623),Taoyuan City,"Taoyuan City, T'ai-wan"
30441,170,93,39,1977/12/26,121.540180,25.055134,POINT (121.540180 25.055134),Taipei,"Taipei, T'ai-wan"
30443,153,80,31,1985/12/27,120.488331,22.612672,POINT (120.488331 22.612672),Pingtung,"Pingtung, T'ai-wan"
30444,150,50,25,1991/04/04,121.416954,25.042391,POINT (121.416954 25.042391),Banqiao,"Banqiao, T'ai-pei"
30445,152,62,42,1974/07/28,121.534911,25.028563,POINT (121.534911 25.028563),Taipei,"Taipei, T'ai-wan"
30446,169,48,49,1967/07/17,121.444269,25.036994,POINT (121.444269 25.036994),Banqiao,"Banqiao, T'ai-pei"
30447,161,61,36,1980/03/08,120.291219,22.912653,POINT (120.291219 22.912653),Tainan,"Tainan, T'ai-wan"
30448,163,75,40,1976/07/16,121.297671,24.925473,POINT (121.297671 24.925473),Taoyuan City,"Taoyuan City, T'ai-wan"
30449,150,48,40,1976/01/12,121.792036,24.765502,POINT (121.792036 24.765502),Yilan,"Yilan, T'ai-wan"
30450,164,55,27,1989/06/12,120.615887,24.186099,POINT (120.615887 24.186099),Taichung,"Taichung, T'ai-wan"
30451,170,75,39,1977/10/18,120.361124,22.601536,POINT (120.361124 22.601536),Kaohsiung,"Kaohsiung, Kao-hsiung"
30452,175,65,48,1968/07/05,120.930778,23.915668,POINT (120.930778 23.915668),Buli,"Buli, T'ai-wan"
30453,183,64,50,1966/10/25,-97.156535,30.165733,POINT (-97.156535 30.165733),Shady Hollow,"Shady Hollow, Texas"
30455,172,68,28,1988/07/15,120.646874,24.112511,POINT (120.646874 24.112511),Taichung,"Taichung, T'ai-wan"
30456,163,86,25,1991/05/08,121.456282,25.095543,POINT (121.456282 25.095543),Banqiao,"Banqiao, T'ai-pei"
30458,159,62,48,1968/10/22,120.723173,24.205189,POINT (120.723173 24.205189),Fengyuan,"Fengyuan, T'ai-wan"
30459,182,78,26,1990/01/02,120.391205,22.651721,POINT (120.391205 22.651721),Kaohsiung,"Kaohsiung, Kao-hsiung"
30460,178,66,42,1974/06/15,121.501798,25.076020,POINT (121.501798 25.076020),Taipei,"Taipei, T'ai-wan"
30461,184,96,25,1991/06/22,120.690215,24.111222,POINT (120.690215 24.111222),Taichung,"Taichung, T'ai-wan"
30462,168,55,26,1990/03/09,121.520968,25.044176,POINT (121.520968 25.044176),Taipei,"Taipei, T'ai-wan"
30463,164,100,39,1977/11/04,120.255865,22.942927,POINT (120.255865 22.942927),Tainan,"Tainan, T'ai-wan"
30464,172,60,38,1978/01/28,121.296550,24.868521,POINT (121.296550 24.868521),Daxi,"Daxi, T'ai-wan"
30465,175,99,49,1967/05/22,121.580129,25.077133,POINT (121.580129 25.077133),Taipei,"Taipei, T'ai-wan"
30466,165,99,47,1969/02/11,120.487453,22.675656,POINT (120.487453 22.675656),Pingtung,"Pingtung, T'ai-wan"
30467,176,79,47,1969/11/11,121.538389,25.070999,POINT (121.538389 25.070999),Taipei,"Taipei, T'ai-wan"
30468,183,77,27,1989/07/06,121.472470,25.060551,POINT (121.472470 25.060551),Banqiao,"Banqiao, T'ai-pei"
30469,161,60,39,1977/04/14,120.528933,24.080340,POINT (120.528933 24.080340),Chang-hua,"Chang-hua, T'ai-wan"
30470,167,64,28,1988/10/09,121.516140,25.066899,POINT (121.516140 25.066899),Taipei,"Taipei, T'ai-wan"
30471,183,84,19,1997/08/28,121.546165,25.053700,POINT (121.546165 25.053700),Taipei,"Taipei, T'ai-wan"
30472,165,77,38,1978/08/26,120.397034,23.385347,POINT (120.397034 23.385347),Xinying,"Xinying, T'ai-wan"
30473,160,60,42,1974/10/01,121.509389,25.082461,POINT (121.509389 25.082461),Taipei,"Taipei, T'ai-wan"
30474,157,48,30,1986/08/15,121.588571,25.020694,POINT (121.588571 25.020694),Taipei,"Taipei, T'ai-wan"
30475,169,71,36,1980/03/26,120.672444,23.957043,POINT (120.672444 23.957043),Nantou,"Nantou, T'ai-wan"
30476,182,60,42,1974/12/22,120.921756,24.854833,POINT (120.921756 24.854833),Hsinchu,"Hsinchu, T'ai-wan"
30477,164,69,22,1994/02/04,121.541097,25.029921,POINT (121.541097 25.029921),Taipei,"Taipei, T'ai-wan"
30478,167,100,24,1992/09/16,121.494124,25.078481,POINT (121.494124 25.078481),Banqiao,"Banqiao, T'ai-pei"
